Date	x	pourc	y
2020-02-16T12:00:00.000+0000	1581854400000	42.524	42:15:83
2020-02-15T12:00:00.000+0000	1581768000000	41.389	42:15:83
2020-02-14T12:00:00.000+0000	1581681600000	40.082	42:15:83
2020-02-13T12:00:00.000+0000	1581595200000	38.39	42:15:83
2020-02-12T12:00:00.000+0000	1581508800000	36.327	42:15:83
2020-02-11T12:00:00.000+0000	1581422400000	34.292	42:15:83
2020-02-10T12:00:00.000+0000	1581336000000	32.68	42:15:83
2020-02-09T12:00:00.000+0000	1581249600000	32.036	42:15:83
2020-02-08T12:00:00.000+0000	1581163200000	31.609	42:15:83
2020-02-07T12:00:00.000+0000	1581076800000	30.441	42:15:83
2020-02-06T12:00:00.000+0000	1580990400000	29.201	42:15:83
2020-02-05T12:00:00.000+0000	1580904000000	28.117	42:15:83
2020-02-04T12:00:00.000+0000	1580817600000	26.97	42:15:83
2020-02-03T12:00:00.000+0000	1580731200000	25.596	42:15:83
2020-02-02T12:00:00.000+0000	1580644800000	23.836	42:15:83
2020-02-01T12:00:00.000+0000	1580558400000	21.805	42:15:83
2020-01-31T12:00:00.000+0000	1580472000000	19.587	42:15:83
2020-01-30T12:00:00.000+0000	1580385600000	17.186	42:15:83
2020-01-29T12:00:00.000+0000	1580299200000	14.536	42:15:83
2020-01-28T12:00:00.000+0000	1580212800000	12.056	42:15:83
2020-01-27T12:00:00.000+0000	1580126400000	10.497	42:15:83
2020-01-26T12:00:00.000+0000	1580040000000	9.173	42:15:83
2020-01-25T12:00:00.000+0000	1579953600000	7.985	42:15:83
2020-01-24T12:00:00.000+0000	1579867200000	7.287	42:15:83
2020-01-23T12:00:00.000+0000	1579780800000	6.841	42:15:83
2020-01-22T12:00:00.000+0000	1579694400000	7.179	42:15:83
2020-01-21T12:00:00.000+0000	1579608000000	7.305	42:15:83
2020-01-20T12:00:00.000+0000	1579521600000	6.847	42:15:83
2020-01-19T12:00:00.000+0000	1579435200000	6.38	42:15:83
2020-01-18T12:00:00.000+0000	1579348800000	5.599	42:15:83
2020-01-17T12:00:00.000+0000	1579262400000	4.862	42:15:83
2020-01-16T12:00:00.000+0000	1579176000000	4.269	42:15:83
2020-01-15T12:00:00.000+0000	1579089600000	3.59	42:15:83
2020-01-14T12:00:00.000+0000	1579003200000	2.918	42:15:83
2020-01-13T12:00:00.000+0000	1578916800000	2.332	42:15:83
2020-01-12T12:00:00.000+0000	1578830400000	1.433	42:15:83
2020-01-11T12:00:00.000+0000	1578744000000	0.824	42:15:83
2020-01-10T12:00:00.000+0000	1578657600000	0.53	42:15:83
2020-01-09T12:00:00.000+0000	1578571200000	0.381	42:15:83
2020-01-08T12:00:00.000+0000	1578484800000	0.672	42:15:83
2020-01-07T12:00:00.000+0000	1578398400000	0.591	42:15:83
2020-01-06T12:00:00.000+0000	1578312000000	0.377	42:15:83
2020-01-05T12:00:00.000+0000	1578225600000	0.157	42:15:83
2020-01-04T12:00:00.000+0000	1578139200000	0	42:15:83
2020-01-03T12:00:00.000+0000	1578052800000	0	42:15:83
2020-01-02T12:00:00.000+0000	1577966400000	0	42:15:83
2020-01-01T12:00:00.000+0000	1577880000000	0	42:15:83
